id, url, name
0, https://www.youtube.com/watch?v=E1pOTwapYHc&pp=ygUTaG93IHRvIGhhcnZlc3QgY29ybg%3D%3D, How Do Farmers Harvest Corn?
1, https://www.youtube.com/watch?v=zZOS7cMTokM&pp=ygUTaG93IHRvIGhhcnZlc3QgY29ybg%3D%3D, 🌽 How to Harvest & Process Corn for Maximum Yield | Urban Gardening, Organic Farming, & No-Dig Tips🌱
2, https://www.youtube.com/watch?v=Y7Lx-Nw-06s&t=41s&pp=ygUWaG93IHRvIGRyaXZlIGEgdHJhY3Rvcg%3D%3D, BASIC..How to drive a tractor
3, https://youtu.be/Y7Lx-Nw-06s?si=JVnzdIHowbMMzzhb, BASIC..How to drive a tractor
4, https://www.youtube.com/watch?v=Bx1e8cI93Ys&pp=ygURaG93IHRvIHBsYW50IGNvcm4%3D, Planting Corn in Check Rows
5, https://www.youtube.com/watch?v=SzXM9BW_5pk&pp=ygURaG93IHRvIHBsYW50IGNvcm4%3D, How To Grow and Harvest Baby Corn - Review of Burpee Baby Corn Seeds
6, https://www.youtube.com/watch?v=N7O6QPogoRA&pp=ygUVaG93IHRvIHBsYW50IHRvbWF0b2Vz, The proper way to plant tomatoes in New Jersey
7, https://www.youtube.com/watch?v=GsxSw5OALO8&pp=ygUVaG93IHRvIHBsYW50IHRvbWF0b2Vz, Tomato Planting Depth & Trenching | From the Ground Up
8, https://www.youtube.com/watch?v=zyjFXYv7uQw&pp=ygUVaG93IHRvIHBsYW50IHRvbWF0b2Vz, How to grow tomatoes and lettuce | GET GROWING!
9, https://www.youtube.com/watch?v=EEFPSE41CuQ&pp=ygUfaG93IHRvIHVzZSBwZXN0aWNpZGVzIG9uIHBsYW50cw%3D%3D, Pesticidewise: spot spraying insecticides/fungicides
10, https://www.youtube.com/watch?v=c4VUZfgDGmY&pp=ygUZaG93IHRvIGhhbmQgaGFydmVzdCB3aGVhdA%3D%3D, Harvesting & processing Barley by hand
11, https://www.youtube.com/watch?v=udb6Ed9_LRk&t=21s&pp=ygUVdHVybiB3aGVhdCBpbnRvIGZsb3Vy, Meet the Farmer Bakers! From Grain to Sourdough Bread!
12, https://www.youtube.com/watch?v=Cgy3OcsXW1o&pp=ygUPZHJpdmluZyBjb21iaW5l, Learn to Drive A Combine | On The Farm With Jenny
13, https://www.youtube.com/watch?v=OG9YtcNb_As&pp=ygUNd2FzaGluZyB3aGVhdA%3D%3D, Don't Forget to Clean Combines and Bins
14, https://www.youtube.com/watch?v=llnmeGL5EzY&pp=ygUaaG93IHRvIGNoYW5nZSB0cmFjdG9yIHRpcmU%3D, Tractor Tire Set up
15, https://www.youtube.com/watch?v=FM2T_2cB590&pp=ygUPZ2FyZGVuaW5nIGd1aWRl, 6 Gardening Tips and Trick for Beginners
16, https://www.youtube.com/watch?v=nn19K7VB0VM&pp=ygUSaG93IHRvIHdlZWQgZ2FyZGVu, How to rid Weeds from your Garden | 6 Tips from a Farmer
17, https://www.youtube.com/watch?v=PeF1Vzbo4vg&pp=ygUSaG93IHRvIHdlZWQgZ2FyZGVu, garden weeding tips and tricks #beginner #gardening #tips #tricks #weeds
18, https://www.youtube.com/watch?v=A11SHsRWptY&pp=ygUUaG93IHRvIGdyb3cgcHVtcGtpbnM%3D, Pumpkin Growing Basics | From the Ground Up
19, https://www.youtube.com/watch?v=3hYJRD-PWXc&pp=ygUUaG93IHRvIGdyb3cgcHVtcGtpbnM%3D, How to plant Pumpkins
20, https://www.youtube.com/watch?v=e2pJO_dSbnA&pp=ygUVaG93IHRvIHBsYW50IHBvdGF0b2Vz, Growing Potatoes The Cheap and Easy Way!
21, https://www.youtube.com/watch?v=6-hf0L5CaWE&pp=ygUOdHJhY3RvciByZXBhaXI%3D, #723  tractor wheel bearing repair [Davidsfarm]
22, https://www.youtube.com/watch?v=c10odzuN2HQ&pp=ygUOdHJhY3RvciByZXBhaXI%3D, JOHN DEERE TRACTOR REPAIRS
23, https://www.youtube.com/watch?v=kYqahodYpvM&pp=ygUPY3JvcCBoYXJ2ZXN0aW5n, THE SECRET TO PLANTING GARLIC FOR PROFIT (AND SAVING YOUR SEED)
24, https://www.youtube.com/watch?v=NpLyAvlowtA&pp=ygUPY3JvcCBoYXJ2ZXN0aW5n, HARVESTING Okra in MY GARDEN || How to Harvest Okra  @farmguards
25, https://www.youtube.com/watch?v=MNGjWVerCFo&pp=ygUSdHJhY3RvciBoYXJ2ZXN0aW5n, Harvesting Sweet Potatoes at Don's Produce
26, https://www.youtube.com/watch?v=BUskYTgO4GM&pp=ygUYcmVtb3ZlIGtlcm5lbHMgZnJvbSBjb3Ju, How to peel sweet corn easily | How to remove corn kernels in 1 minute | Peeling Trick |Simple Trick
27, https://www.youtube.com/watch?v=TcmCO_0iVE0&rco=1, Weeding Made Easy - Year Round Mulch Garden
28, https://www.youtube.com/watch?v=Kxw6kgNXgho&pp=ygUVdHJhY3RvciBwbG93aW5nIGd1aWRl0gcJCb8Ag7Wk3p_U, WHAT RPM TO RUN YOUR TRACTOR? IT’S COMPLICATED
29, https://www.youtube.com/watch?v=KyMzwu2cs3g&pp=ygUVdHJhY3RvciBwbG93aW5nIGd1aWRl, PLOWING VS TILLING PART 2
30, https://www.youtube.com/watch?v=5YDSMEmELZo&pp=ygUVdHJhY3RvciBwbG93aW5nIGd1aWRl, Farm Tractor Safety : More than Plows and PTOs - Part 6
31, https://www.youtube.com/watch?v=kYqahodYpvM&pp=ygUXZmFybWluZyBiZWdpbm5lcnMgZ3VpZGXSBwkJvwCDtaTen9Q%3D, THE SECRET TO PLANTING GARLIC FOR PROFIT (AND SAVING YOUR SEED)
32, https://www.youtube.com/watch?v=u9JfsYqHub8&pp=ygUVZmFybWluZyBzb3liZWFuIGd1aWRl, Cultivate Your Own Edamame: A Guide to Growing and Enjoying Soybeans!
33, https://www.youtube.com/watch?v=dhTTXwFiH1A&pp=ygUVZmFybWluZyBzb3liZWFuIGd1aWRl, How to grow soybeans
34, https://www.youtube.com/watch?v=rwqShCEDpfQ&pp=ygUaZmFybWluZyBiZWxsIHBlcHBlcnMgZ3VpZGU%3D, Yellow Bell pepper Growing: One Secret Tip To Grow Any Chili Species | @NoalFarms
35, https://www.youtube.com/watch?v=6TGJXv8rj3k&pp=ygUaZmFybWluZyBiZWxsIHBlcHBlcnMgZ3VpZGU%3D, Tips for Growing Peppers | From the Ground Up
36, https://www.youtube.com/watch?v=mgk3j14Vi0w&pp=ygUaZmFybWluZyBiZWxsIHBlcHBlcnMgZ3VpZGU%3D, Simple Guide on to How to Grow Capsicums (Hoho) | Capsicums Farming in Kenya
37, https://www.youtube.com/watch?v=hUmxWiac1NE&pp=ygUaZmFybWluZyBiZWxsIHBlcHBlcnMgZ3VpZGU%3D, Quick Guide on Growing SERRANO PEPPER (Capsicum annuum): Planting & Care Tips!
38, https://www.youtube.com/watch?v=Z-k73GyMX9k&pp=ygUaZmFybWluZyBiZWxsIHBlcHBlcnMgZ3VpZGU%3D, Quick Guide on Growing SRIRACHA PEPPER (Capsicum annuum): Planting & Care Tips!
39, https://www.youtube.com/watch?v=asscF9W9tqQ&pp=ygUSZmFybWluZyBjb3JuIGd1aWRl, How to Grow Maize for High Yields |Expert Free Guide  on Maize Farming in Kenya
40, https://www.youtube.com/watch?v=rryitHhGwgM&pp=ygUaZmFybWluZyBzdHJhd2JlcnJpZXMgZ3VpZGU%3D, The Basics of Organic Growing Strawberries (in the Tropics)
41, https://www.youtube.com/watch?v=_Wn6Kr4eSbc&pp=ygUaZmFybWluZyBzdHJhd2JlcnJpZXMgZ3VpZGU%3D, Growing Strawberries Treating Pests in your Strawberries
42, https://www.youtube.com/watch?v=KbskOspIpc4&pp=ygUPZ2FyZGVuaW5nIGd1aWRl, "🌱 Beginner's Gardening Guide: Grow Your First Garden Like a Pro in Just 90 Seconds! 🌿"
43, https://www.youtube.com/watch?v=VhmcP-ydDEI&pp=ygUPZ2FyZGVuaW5nIGd1aWRl, The Essential Guide to Self-Sufficiency: Cultivating Your Survival Garden"**
44, https://www.youtube.com/watch?v=GS6vmCG3BxI&pp=ygUHZmFybWluZw%3D%3D, Modern Tomato 🍅 Farming Techniques | Tomato Growing | Tomato planting Tips | Harvesting Tomato 🍅
45, https://www.youtube.com/watch?v=wBTl4caU7wQ&pp=ygUHZmFybWluZw%3D%3D, How to Grow Rosecoco Beans: A Step-by-Step Guide | Beans Farming in Kenya 2025
46, https://www.youtube.com/watch?v=wmbeZjwD77w&pp=ygUHZmFybWluZw%3D%3D, A day in the life of a "YouTube Farmer" it's not as easy as it looks!
47, https://www.youtube.com/watch?v=aoBtR2wGOgg&pp=ygUHZmFybWluZw%3D%3D, TURN YOUR SMALL FARM INTO A BUSINESS! (AND SAVE BIG ON TAXES)
48, https://www.youtube.com/watch?v=9MFJWkxJj7g&pp=ygUUaG93IHRvIGdyb3cgYm9rIGNob3k%3D, How to grow Baby Bok Choy-Seed to Plant-Step by step
49, https://www.youtube.com/watch?v=Xq7f1yHbMSM&pp=ygUUaG93IHRvIGdyb3cgYm9rIGNob3k%3D, Harvesting Mini Bok Choy - Cabbage
50, https://www.youtube.com/watch?v=JoimqGNSGXg&pp=ygUTaG93IHRvIGdyb3cgc3BpbmFjaA%3D%3D, Tips on Harvesting Baby Spinach in a Container
51, https://www.youtube.com/watch?v=TORDtwgBt30&pp=ygUTaG93IHRvIGdyb3cgbGV0dHVjZQ%3D%3D, GROW lettuce at home | How to grow lettuce at home
52, https://www.youtube.com/watch?v=ycj-B3F7xn4&pp=ygUTaG93IHRvIGdyb3cgbGV0dHVjZQ%3D%3D, How to grow Giant Ceasar Lettuce
53, https://www.youtube.com/watch?v=_1k9XR8ZFTk&pp=ygUeSG93IHRvIHBsYW50IGNvcm4gc3RlcCBieSBzdGVw, Learn how to grow maize
54, https://www.youtube.com/watch?v=xNqv4qRYcyo&pp=ygUeSG93IHRvIHBsYW50IGNvcm4gc3RlcCBieSBzdGVw, Commercial Maize Farming in Ghana for Beginners 2024
55, https://www.youtube.com/watch?v=9bwkWrghsOI&pp=ygUeSG93IHRvIHBsYW50IGNvcm4gc3RlcCBieSBzdGVw, Growing corn in garden organically | How-2-Do It Guide Step By Step | Best Guide
56, https://www.youtube.com/watch?v=2WSdl8Bgdhs&pp=ygUeSG93IHRvIHBsYW50IGNvcm4gc3RlcCBieSBzdGVw, The Sweet Corn Cultivation Revolution: Seed to Harvest
57, https://www.youtube.com/watch?v=3Ei164DyooQ&pp=ygUYUmljZSBjdWx0aXZhdGlvbiBwcm9jZXNz, Learn how to grow rice
58, https://www.youtube.com/watch?v=sV3XQNjBNxM&pp=ygUYUmljZSBjdWx0aXZhdGlvbiBwcm9jZXNz, Improving rice quality
59, https://www.youtube.com/watch?v=fDZNiU-XFrY&pp=ygUWV2hlYXQgZmFybWluZyB0dXRvcmlhbA%3D%3D, Grain Farming Process
60, https://www.youtube.com/watch?v=IATO9z8Dj3k&pp=ygUWV2hlYXQgZmFybWluZyB0dXRvcmlhbNIHCQl-CQGHKiGM7w%3D%3D, CREC Steve Zwinger: Organic wheat/flax intercropping
61, https://www.youtube.com/watch?v=tk0dd8lqtw8&pp=ygUfT3JnYW5pYyB2ZWdldGFibGUgZmFybWluZyBndWlkZQ%3D%3D, Reduced Tillage Systems for Organic Vegetable Production
62, https://www.youtube.com/watch?v=rYO3q1rUT_c&pp=ygUfT3JnYW5pYyB2ZWdldGFibGUgZmFybWluZyBndWlkZQ%3D%3D, 5 of the Best Organic Vegetable Growing tips
63, https://www.youtube.com/watch?v=TECT7T3_OIQ&pp=ygUfT3JnYW5pYyB2ZWdldGFibGUgZmFybWluZyBndWlkZQ%3D%3D, Cilantro Growing Guide: Plant in Every Season to Harvest Year-Round
64, https://www.youtube.com/watch?v=o111KF3_y-4&pp=ygUfT3JnYW5pYyB2ZWdldGFibGUgZmFybWluZyBndWlkZQ%3D%3D, Grow Your Dream: A Guide to a Productive Vegetable Garden
65, https://www.youtube.com/watch?v=5lQqweLho9Y&pp=ygUhSG93IHRvIGdyb3cgcG90YXRvZXMgY29tbWVyY2lhbGx5, How to Grow Great Potatoes at Your Place
66, https://www.youtube.com/watch?v=AwIg5PcOyAQ&pp=ygUhSG93IHRvIGdyb3cgcG90YXRvZXMgY29tbWVyY2lhbGx5, Harvesting the Potatoes + Plans for Fall Veges
67, https://www.youtube.com/watch?v=irTDYTwXSqk&pp=ygUhSG93IHRvIGdyb3cgcG90YXRvZXMgY29tbWVyY2lhbGx5, How to Prevent Soil Erosion by Planting Sweet Potatoes
68, https://www.youtube.com/watch?v=ilG9bIPoWEI&pp=ygUhSG93IHRvIGdyb3cgcG90YXRvZXMgY29tbWVyY2lhbGx50gcJCX4JAYcqIYzv, HOW TO GROW YOUR OWN ORGANIC VEGETABLES AND HERBS AT HOME PART 1
69, https://www.youtube.com/watch?v=X0WAbH4izeE&pp=ygURU3VnYXJjYW5lIGZhcm1pbmc%3D, From Cane to Crystal: The Hidden Secrets of Sugar Production
70, https://www.youtube.com/watch?v=r4ThknEGQZg&pp=ygUgSXJyaWdhdGlvbiBzZXR1cCBmb3Igc21hbGwgZmFybXPSBwkJfgkBhyohjO8%3D, How I Set-up & Use Drip Irrigation
71, https://www.youtube.com/watch?v=HboGe9K0dAQ&pp=ygUgSXJyaWdhdGlvbiBzZXR1cCBmb3Igc21hbGwgZmFybXM%3D, Small Farm Irrigation - Video 1 - How to Attach a Lay Flat Header Pipe to a Garden Hose Faucet
72, https://www.youtube.com/watch?v=tv2Q83lplG0&pp=ygUgSXJyaWdhdGlvbiBzZXR1cCBmb3Igc21hbGwgZmFybXM%3D, Small Farm Irrigation - Video 2 - Backflow Prevention
73, https://www.youtube.com/watch?v=Zm3a7nKmObE&pp=ygUiSG93IHRvIHRyYW5zcGxhbnQgdG9tYXRvIHNlZWRsaW5ncw%3D%3D, Potting up Tomato Seedlings! ALL 540 of Them!
74, https://www.youtube.com/watch?v=t0to0I4MgNg&pp=ygUiSG93IHRvIHRyYW5zcGxhbnQgdG9tYXRvIHNlZWRsaW5ncw%3D%3D, Transplanting Tomatoes
75, https://www.youtube.com/watch?v=PeF1Vzbo4vg&pp=ygUXRmFybSB3ZWVkaW5nIHRlY2huaXF1ZXM%3D, garden weeding tips and tricks #beginner #gardening #tips #tricks #weeds
